tweet_id,class,tweet_body,split
712,2,#EarlyBird #early #morning #sunrise #dawn #bird #thebird #jerryreed @ Kansas City http://t.co/kuVq8UpwUw,test
714,2,#Ebola is a great metaphor for how #GOP #teaparty policies eat off of vital organs until the host dies. #Tcot #teabaggers,validation
715,2,#ExplainAnAnimePlotBadly Boy with a monkey tail grows up to the the savior of a futuristic yet old earth,train
718,2,"#FemaleLogic is worse than the jig, I'm convinced",train
719,2,#FireCashman Why?? Because I am having to root for the Royals in October. #Yankees,train
723,2,"#Glory Isaiah Mom asked me if I wanted a brownie I said, no thanks 
She said what are fasting,",test
724,2,#HOLIDAYSEASONLIVE @ShyGlizzy @plies Shy Glizzy Feat Plies - FREE THA GANG: http://t.co/pYGOSk0qCP,validation
726,2,#HappyColumbusDay .....hate to sound all #PETA callous and all........but #buffalo had it a LOT WORSE than the #injuns..........,validation
728,2,#HellYeah RT @BaconGawd #No RT @HuffingtonPost Happy Fall! Pumpkin Spice Oreos are here http://t.co/2prvsKantE http://t.co/hleYm0YC29,train
729,2,"#HelloBrookland! We're here at the @MonroeStMarket opening! Serving free samples of cider, vegan sliders, brownies! http://t.co/BW9uYtLQu1",train
730,2,"#HolySpirit Joshua 1:3 Every place that the sole of your foot shall tread upon, that have I given unto you, as I said unto Moses.",test
732,1,#IDontHaveTimeFor Ratchet hoes.,train
733,1,#IHopeSomeday that these hoes just find their own relationship instead of ruining others,test
735,2,#IU 8 straight nation #college soccer champions! Wow! #hoosiernation #hoosiers &#9917;&#127942;,validation
736,2,"#IU should make me an honorary student, id be way cooler than the other international students. i have my own football card! #hoosiers",validation
742,0,#Iowa is full of white trash,train
744,0,#JesusChrist was STRAIGHT&gt; That's why the #faggots killed him. #PERIOD #SonOfGod&gt;,train
747,1,"#MentionADislike hoes thinkin they bad even if they are I will tell her ""bitch calm down u average""",train
750,0,#Minnesota is full of white trash,train
753,2,"#NP ""Centuries"" ~FOB",test
755,2,#Natitude? Okay. I'm only going to say it once. COMB yer BEARDS. #lol #wiggers,train
756,2,#NowPlaying : BT feat. Tori Amos - Blue Skies (radio edit) on #1069TheArrow - http://t.co/R5wuXA9jB6,train
757,2,#NowPlaying : Great White - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6,train
758,2,#NowPlaying : Ian Hunter - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6,train
759,2,#NowPlaying : The Doors - The WASP (Texas Radio and the Big Beat) on #1069TheArrow - http://t.co/R5wuXA9jB6,test
763,2,#PacerNation 4/4 on the road! Perfect way to continue after #iubb have finished #NBA #Pacers #indiana #hoosiers,validation
771,1,#RayRice is still a bitch. @NFL got this one wrong. Women fans should be livid! #NoExcuses,test
772,0,#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies,train
775,0,"#RebelScience ......is using an ACTUAL WOMAN as a genetic engineering lab for ""all natural clones""..... or something...... #faggot #rome",test
776,2,"#RedSox, focus on the #Orioles that knocked you out last year, and not your hatred of the #Yankees for um-teen years! LOL!",train
778,2,#Royals 2-1!! Fantastic. Ready for tomorrow's sweep of the disposed O's. #Yankees 4ever except this month.,validation
780,2,#RuinAComedian @midnight Charlie Lapdance,train
789,0,"#SlightlyAdjusted RT @CapoToHeaven Alls niggers wanna do is fuck, tweet, and drink pineapple soda all day",test
790,0,#SomethingIGetAlot Are you... asian? black? Hawaiian? gay? retarded? drunk?,test
791,0,#SouthCarolina is full of white trash,train
795,2,#TBT love you forever ling ling &#128115;&#128114;&#128152; @brittneycordova http://t.co/KEcfNjyrwE,validation
797,2,#TRUTH RT @notashley: David is the Charlie Brown of #Scandal,validation
800,1,#That son of a bitch moment when your walking through your house in the dark and stub your little toe on the wall,train
803,0,#ThingsIWillTeachMyChild how to play deez niggas n bitches dat be snakes,train
805,1,#TjohnGang&#128520; lil bitch follow me ! http://t.co/sd8UhT4DNY,train
807,0,"#TrayvonMartin referred to Zimmerman as a ""creepy ass cracker"". Racist thug.",validation
808,0,"#TweetLikePontiacHolmes&#160;
I do the Pontiac sprinkler...

Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga",train
809,1,"#TweetLikeYourBestfriend ""I made out with 3 bitches!"" @lilkrebs",train
811,0,"#VinitaHegwood can get a job at the naacp. Or as The AG. I hear they like ""diversity and tolerance"". As long as you ain't a cracker #tcot",train
812,0,#Virginia is full of white trash.,validation
814,2,#WeAreRepublicNotRegime #POTUS BO violated USA sovereignty w/open border/Jihadis/criminal/diseased/Haitians/S.Americans #ImpeachObama,train
815,0,#WestVirginia is full of white trash.,train
816,2,#WhatImCraving Peanut Butter Oreos &lt;3,test
820,2,#WorldSeriesGame3 Hunter Pence is so annoying he should be a Red Sox player. Shave fool and take your Vyvanse&#9918;&#65039;&#9918;&#65039;&#128074;&#128074;#Yankees 2015!!,train
821,2,#Yankees,train
822,2,#Yankees #FireCashman I don't want Arod back.,train
823,2,#Yankees #Jeter Let him play the entire inning. That's fitting.,train
824,2,#Yankees #SEC Robertson in. Guy is fantastic. SEC pitcher!!,train
825,2,"#Yankees 3, #Astros 0: McCarthy outduels Keuchel in series finale http://t.co/hIJJAUKtJN",train
826,2,#Yankees 6-0. Nine straight hits. Price... Not your night.,train
828,2,#Yankees Damn. Well Joe that move to the bullpen really helped.,test
829,2,#Yankees I ain't complaining about the Royals win or lose game7. They showed heart. AL ride or die! No flex zone. They earned it!,train
830,2,#Yankees I went to Golds with Cruz in 2010 when he was a Sound. No upper /lower body strength.. Hmm now 40 HR hitter. Won't say the S word.,train
831,2,#Yankees If Royals have a fire sale. I want the whole team!! Leave Gardner and Tanaka. The rest can please go. Along with Joe and Cash.,train
832,2,#Yankees Nice bounce back @Michael Kay. Gotta keep this going!,train
834,2,"#Yankees Primo! Just got home and the Tanks are on MLB. Finally! And they are winning! Even better. Time to get serious, Sept call up time",train
835,2,#Yankees got beaten by a thug,test
836,2,"#Yankees take all three games in MoTown, I'm callin' it!!! #MLB",train
837,2,#Yankees wasted Nu&#241;ez's season #rays #mlb,train
848,2,#drunk #trash #trashed #wasted @ The Draught Horse http://t.co/UvWkhpEswh,train
850,0,"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;",validation
851,0,#firefighter is a job for white trash,test
853,2,#gouache #inktober #oldpainting #mt #tiki #wahine #surf #monkey #bright #happysunday #peace wishing&#8230; http://t.co/l73hiK0IZ8,train
856,2,"#hoosier fans, is cody zeller nominating for this years #NBA draft? #iubb",validation
858,1,"#inktober #twentysix #gouache #mt snappy pappy and his bitch 3.5x2.5"" good thing sable paintbrushes&#8230; http://t.co/4gYBEI5Mkl",test
859,2,#inners Still hanging in. #Yankees we need this win. NFL. It's not SUNDAY!!,validation
860,2,#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers,train
861,1,#klokus this bitch has his nose pierced &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/1Ia8Nx6zrS,test
864,0,#milesthompson #goauche #wetback #ca http://t.co/g3Ze8bqLPG,validation
867,2,#mt #commission #gouache #tiki #wahine #monkey #tubed #surfing #wavesliding #waterwalker #notkook http://t.co/vii3SmGRm3,validation
868,2,#mt #goauche #monkey #oldpainting #vinyl #jazz #lounge http://t.co/hueH4HCxx7,train
869,2,#mt browngal #gouache #monkey #tiki http://t.co/kFhj8lWhbs,validation
872,2,#np Shy Glizzy - Awwsome (Remix) (Feat. 2 Chainz &amp; A$AP Rocky) via @Spinrilla. http://t.co/OWxtdRKWbC,validation
875,2,#philhughes @Yankees #nyy better then UR whole team,train
894,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Erotic | Erotic and wild tits and pussy fucking http://t.co/8HkC56j7c9",train
895,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Facial | Blonde tranny whore gets rammed and facialized http://t.co/Kd9nU3tmWz",validation
900,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | Hairy Florence shoves a dildo in her hairy red pussy http://t.co/4DM8Fpcb2d",validation
902,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | hairy pussy http://t.co/Ntg2b0qDmx",validation
925,2,#portlandia #putabirdonit RT @mightymouse105: The Xbox One would be so much cooler if they put a bird on it,test
929,2,"#rejectedpeanutsspecials Its The Grape Crackhead, Charlie Brown!",train
931,2,#stateoftheunion would last 15mins if they let the President talk all that standing up clapping is for the birds,train
933,2,#tbt my precious gook baby &#128525;&#128525;&#128525;&#128525;&#128525;&#128525; @outtapocketjuju http://t.co/2QJLJj6tK5,train
935,2,#tbt when i took my likkle monkey jimmys http://t.co/LIK3xpZ6eZ,train
938,2,#tikiti - rough mock for the base of what will eventually be an ashtray @ Tiki Ti http://t.co/8zE8aqY0,test
946,1,#wcw bitch &#128536;&#128514; @AutumnMaye http://t.co/7n5X9FyvIP,test
953,2,"&#127813;&#127813;&#127813; RT @GottliebShow: ""Killer line?"" @SBNationNBA: Josh Smith dropped a killer trash talk line on Kenneth http://t.co/C8d3sJoUpj&#8221;",train
954,1,&#127829;&#128049; RT @TAN1AAA: RT @PeachDulce: A piece of pussy http://t.co/BcWiT2nuz5,train
956,2,&#127867;&#127867;&#127867;&#127804;&#128153;&#127913; plus Sheryl crow http://t.co/49KYwZnotU,train
958,2,&#128027;=&#128176;&#128184; &#8220;@GOALSminded: its true that the early bird.. gets the worm first!&#8221;,train
961,1,&#128064; RT @Mr_QuenchYaGirl: A lotta fck niggas on this here Twitter. Really be talking like bitches.,train
966,1,&#128073; RT @OfficiallyIce: #GuiltyPleasure watching niggers fight on YouTube/Vine/IG,train
981,1,&#128131;&#128131; &amp; if you ain't a ho get up out my trap hooouseee.,validation
986,1,&#128175; my bitch &#128079;&#128523;,validation
988,0,&#128514; &#8220;@BossmobbE: Racist all month .. Fuck u honkey&#8221;,test
991,0,&#128514; RT @TheOnlyReed: LMFAO RT @Tone314: If you watching porn &amp; beating off &amp; yo homie text u &amp; it show his name in the banner you're a faggot,train
992,1,&#128514; bruh these hoes gotta be stupid.,test
997,1,&#128514;&#128514; bitches get stuff done. http://t.co/GvFpk65ah5,train
998,0,&#128514;&#128514; fucc nicca yu pose to be pullin up,train
999,2,&#128514;&#128514; maaaaannnn i hope so! RT @ABrown252: @VonshayeB did we get rid of John Legend looking Charlie Batch?,train
1000,2,&#128514;&#128514; mike calls me t-bird @mikemastroccco,train
1003,1,&#128514;&#128514;&#128514; &#8220;@snapbackBLAC: i seen a thot ass bitch in some high top whites&#8221;,train
1005,1,"&#128514;&#128514;&#128514; RT &#8220;@TuneLuciano: this hoe just DM'd me sayin ""never give up in your dreams""...fuckin fortune cookie ass hoe, fuck out my DM's&#8221;",train
1010,0,"&#128514;&#128514;&#128514; i just said that RT @BoyThats_ARYAH: My TL gotta chill with this pretty face challenge foolishness, y'all hoes agg",validation
1011,1,&#128514;&#128514;&#128514; nah if you round me you do Molly &#8220;@CallNeeshCakey: Only bitches with no nigga do Mollies...&#8221;,train
1014,1,&#128514;&#128514;&#128514;&#128514; @shoota1017 bitch was mad af https://t.co/9C4i4W7Q7D,test
1020,1,&#128514;&#128514;&#128514;&#128514;&#128514; brittany bitch u my dog man &#128514;&#128514;&#128514;&#9996;&#65039;&#9996;&#65039;&#128553;&#128553;&#128553;&#128553;&#128553;&#128553;&#128569;&#128569;&#128584;&#128584;&#128584;&#128584;,train
1029,0,&#128514;&#128514;&#128514;RT @kwagiheath: Them 1st 48 Charlotte goon niccas gon Fkkk around and burn Bank Of America stadium down&#128293;,validation
