tweet_id,class,tweet_body,split
726,2,#HappyColumbusDay .....hate to sound all #PETA callous and all........but #buffalo had it a LOT WORSE than the #injuns..........,test
728,2,#HellYeah RT @BaconGawd #No RT @HuffingtonPost Happy Fall! Pumpkin Spice Oreos are here http://t.co/2prvsKantE http://t.co/hleYm0YC29,test
729,2,"#HelloBrookland! We're here at the @MonroeStMarket opening! Serving free samples of cider, vegan sliders, brownies! http://t.co/BW9uYtLQu1",train
730,2,"#HolySpirit Joshua 1:3 Every place that the sole of your foot shall tread upon, that have I given unto you, as I said unto Moses.",train
732,1,#IDontHaveTimeFor Ratchet hoes.,train
733,1,#IHopeSomeday that these hoes just find their own relationship instead of ruining others,train
735,2,#IU 8 straight nation #college soccer champions! Wow! #hoosiernation #hoosiers  &#9917;  &#127942; ,train
736,2,"#IU should make me an honorary student, id be way cooler than the other international students. i have my own football card! #hoosiers",validation
742,0,#Iowa is full of white trash,train
744,0,#JesusChrist was STRAIGHT &gt;  That's why the #faggots killed him. #PERIOD #SonOfGod &gt; ,test
750,0,#Minnesota is full of white trash,validation
753,2,#NP  Centuries  ~FOB,test
756,2,#NowPlaying : BT feat. Tori Amos - Blue Skies (radio edit) on #1069TheArrow - http://t.co/R5wuXA9jB6,validation
757,2,#NowPlaying : Great White - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6,validation
758,2,#NowPlaying : Ian Hunter - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6,test
759,2,#NowPlaying : The Doors - The WASP (Texas Radio and the Big Beat) on #1069TheArrow - http://t.co/R5wuXA9jB6,train
762,2,#PDPLive is on November 10th. Get your early bird tickets from http://t.co/7xcL4Kyiuv @LifeOfShan http://t.co/ZcnP1ljoOW,test
763,2,#PacerNation 4/4 on the road! Perfect way to continue after #iubb have finished #NBA #Pacers #indiana #hoosiers,train
772,0,#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies,train
775,0,#RebelScience ......is using an ACTUAL WOMAN as a genetic engineering lab for  all natural clones ..... or something...... #faggot #rome,train
776,2,"#RedSox, focus on the #Orioles that knocked you out last year, and not your hatred of the #Yankees for um-teen years! LOL!",train
778,2,#Royals 2-1!! Fantastic. Ready for tomorrow's sweep of the disposed O's. #Yankees 4ever except this month.,train
780,2,#RuinAComedian @midnight Charlie Lapdance,validation
789,0,"#SlightlyAdjusted RT @CapoToHeaven Alls niggers wanna do is fuck, tweet, and drink pineapple soda all day",train
790,0,#SomethingIGetAlot Are you... asian? black? Hawaiian? gay? retarded? drunk?,validation
791,0,#SouthCarolina is full of white trash,validation
794,2,#StopWhitePeople RT @ABC7: 9 cases of West Nile virus infections reported in Orange County this year; 105 dead birds found carrying virus,validation
795,2,#TBT love you forever ling ling  &#128115;  &#128114;  &#128152;  @brittneycordova http://t.co/KEcfNjyrwE,test
797,2,#TRUTH RT @notashley: David is the Charlie Brown of #Scandal,train
801,1,#ThatFuckMeMoment when you leave your car windows down and it rains in your car and looks like hurricane katrina ran through that bitch,train
802,1,#TheMostAnnoyingThingsInLife people who are NEVER happy and bitch-n-moan 100% of the time.,train
803,0,#ThingsIWillTeachMyChild how to play deez niggas n bitches dat be snakes,test
805,1,#TjohnGang &#128520;  lil bitch follow me ! http://t.co/sd8UhT4DNY,train
806,1,#ToMyFutureSon You can fuck dem hoes but you better not love dem hoes.,train
807,0,#TrayvonMartin referred to Zimmerman as a  creepy ass cracker . Racist thug.,test
808,0,"#TweetLikePontiacHolmes &#160; 
I do the Pontiac sprinkler...

Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga",validation
811,0,#VinitaHegwood can get a job at the naacp. Or as The AG. I hear they like  diversity and tolerance . As long as you ain't a cracker #tcot,test
812,0,#Virginia is full of white trash.,train
814,2,#WeAreRepublicNotRegime #POTUS BO violated USA sovereignty w/open border/Jihadis/criminal/diseased/Haitians/S.Americans #ImpeachObama,train
815,0,#WestVirginia is full of white trash.,train
816,2,#WhatImCraving Peanut Butter Oreos  &lt; 3,train
820,2,#WorldSeriesGame3 Hunter Pence is so annoying he should be a Red Sox player. Shave fool and take your Vyvanse &#9918;  &#65039;  &#9918;  &#65039;  &#128074;  &#128074; #Yankees 2015!!,train
821,2,#Yankees,test
822,2,#Yankees #FireCashman I don't want Arod back.,train
823,2,#Yankees #Jeter Let him play the entire inning. That's fitting.,train
824,2,#Yankees #SEC Robertson in. Guy is fantastic. SEC pitcher!!,train
825,2,"#Yankees 3, #Astros 0: McCarthy outduels Keuchel in series finale http://t.co/hIJJAUKtJN",train
826,2,#Yankees 6-0. Nine straight hits. Price... Not your night.,train
829,2,#Yankees I ain't complaining about the Royals win or lose game7. They showed heart. AL ride or die! No flex zone. They earned it!,train
830,2,#Yankees I went to Golds with Cruz in 2010 when he was a Sound. No upper /lower body strength.. Hmm now 40 HR hitter. Won't say the S word.,train
831,2,#Yankees If Royals have a fire sale. I want the whole team!! Leave Gardner and Tanaka. The rest can please go. Along with Joe and Cash.,train
832,2,#Yankees Nice bounce back @Michael Kay. Gotta keep this going!,train
833,2,#Yankees Pineda needed that 6'7. Great play!,train
834,2,"#Yankees Primo! Just got home and the Tanks are on MLB. Finally! And they are winning! Even better. Time to get serious, Sept call up time",validation
835,2,#Yankees got beaten by a thug,train
836,2,"#Yankees take all three games in MoTown, I'm callin' it!!! #MLB",train
837,2,#Yankees wasted Nu &#241; ez's season #rays #mlb,train
847,1,#creamteam leaving hoes w #cockbreath,train
848,2,#drunk #trash #trashed #wasted @ The Draught Horse http://t.co/UvWkhpEswh,validation
850,0,#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG &gt;  Do not celebrate as  unique indiviuals  for they are #cancer &gt; ,train
851,0,#firefighter is a job for white trash,train
853,2,#gouache #inktober #oldpainting #mt #tiki #wahine #surf #monkey #bright #happysunday #peace wishing &#8230;  http://t.co/l73hiK0IZ8,train
856,2,"#hoosier fans, is cody zeller nominating for this years #NBA draft? #iubb",validation
859,2,#inners Still hanging in. #Yankees we need this win. NFL. It's not SUNDAY!!,test
860,2,#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers,train
861,1,#klokus this bitch has his nose pierced  &#128514;  &#128514;  &#128514;  &#128514;  &#128514;  &#128514;  &#128514;  &#128514;  https://t.co/1Ia8Nx6zrS,train
864,0,#milesthompson #goauche #wetback #ca http://t.co/g3Ze8bqLPG,train
867,2,#mt #commission #gouache #tiki #wahine #monkey #tubed #surfing #wavesliding #waterwalker #notkook http://t.co/vii3SmGRm3,validation
868,2,#mt #goauche #monkey #oldpainting #vinyl #jazz #lounge http://t.co/hueH4HCxx7,train
869,2,#mt browngal #gouache #monkey #tiki http://t.co/kFhj8lWhbs,test
872,2,#np Shy Glizzy - Awwsome (Remix) (Feat. 2 Chainz &amp; A$AP Rocky) via @Spinrilla. http://t.co/OWxtdRKWbC,train
875,2,#philhughes @Yankees #nyy better then UR whole team,train
888,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | pussy fuck close up http://t.co/0dvaZWLq2q",train
897,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | More lovely sounds of fisting a loose pussy http://t.co/1PMAGSPkud",train
925,2,#portlandia #putabirdonit RT @mightymouse105: The Xbox One would be so much cooler if they put a bird on it,test
929,2,"#rejectedpeanutsspecials Its The Grape Crackhead, Charlie Brown!",validation
931,2,#stateoftheunion would last 15mins if they let the President talk all that standing up clapping is for the birds,validation
933,2,#tbt my precious gook baby  &#128525;  &#128525;  &#128525;  &#128525;  &#128525;  &#128525;  @outtapocketjuju http://t.co/2QJLJj6tK5,train
935,2,#tbt when i took my likkle monkey jimmys http://t.co/LIK3xpZ6eZ,validation
938,2,#tikiti - rough mock for the base of what will eventually be an ashtray @ Tiki Ti http://t.co/8zE8aqY0,train
953,2, &#127813;  &#127813;  &#127813;  RT @GottliebShow:  Killer line?  @SBNationNBA: Josh Smith dropped a killer trash talk line on Kenneth http://t.co/C8d3sJoUpj &#8221; ,train
956,2, &#127867;  &#127867;  &#127867;  &#127804;  &#128153;  &#127913;  plus Sheryl crow http://t.co/49KYwZnotU,train
958,2, &#128027; = &#128176;  &#128184;   &#8220; @GOALSminded: its true that the early bird.. gets the worm first! &#8221; ,validation
961,1, &#128064;  RT @Mr_QuenchYaGirl: A lotta fck niggas on this here Twitter. Really be talking like bitches.,test
966,1, &#128073;  RT @OfficiallyIce: #GuiltyPleasure watching niggers fight on YouTube/Vine/IG,test
983,1," &#128149;  &#128149;  &#128149;  pussy ride dick like she a Jamaican / \ /  &#128167; \ 
. */.  &#127796;  |.  &#165; ~ !  &#127796; . |  &gt;  \ 
 &#128043;  $. /  &#127806; \ ;  &#128043;  ) &amp; &#128043; *",train
988,0, &#128514;   &#8220; @BossmobbE: Racist all month .. Fuck u honkey &#8221; ,train
991,0, &#128514;  RT @TheOnlyReed: LMFAO RT @Tone314: If you watching porn &amp; beating off &amp; yo homie text u &amp; it show his name in the banner you're a faggot,train
992,1, &#128514;  bruh these hoes gotta be stupid.,validation
998,0, &#128514;  &#128514;  fucc nicca yu pose to be pullin up,train
999,2, &#128514;  &#128514;  maaaaannnn i hope so! RT @ABrown252: @VonshayeB did we get rid of John Legend looking Charlie Batch?,validation
1000,2, &#128514;  &#128514;  mike calls me t-bird @mikemastroccco,train
1003,1, &#128514;  &#128514;  &#128514;   &#8220; @snapbackBLAC: i seen a thot ass bitch in some high top whites &#8221; ,test
1005,1," &#128514;  &#128514;  &#128514;  RT  &#8220; @TuneLuciano: this hoe just DM'd me sayin  never give up in your dreams ...fuckin fortune cookie ass hoe, fuck out my DM's &#8221; ",validation
1010,0," &#128514;  &#128514;  &#128514;  i just said that RT @BoyThats_ARYAH: My TL gotta chill with this pretty face challenge foolishness, y'all hoes agg",train
1014,1, &#128514;  &#128514;  &#128514;  &#128514;  @shoota1017 bitch was mad af https://t.co/9C4i4W7Q7D,train
1015,1, &#128514;  &#128514;  &#128514;  &#128514;  I hate you! RT @YumiYoko: Cyrus ho is a rookie slut. getting the cash after the date? nope nope nope.,train
1020,1, &#128514;  &#128514;  &#128514;  &#128514;  &#128514;  brittany bitch u my dog man  &#128514;  &#128514;  &#128514;  &#9996;  &#65039;  &#9996;  &#65039;  &#128553;  &#128553;  &#128553;  &#128553;  &#128553;  &#128553;  &#128569;  &#128569;  &#128584;  &#128584;  &#128584;  &#128584; ,validation
1022,1, &#128514;  &#128514;  &#128514;  &#128514;  &#128514;  &#128514;  &#128514;  @betysweetcocker: That pussy is just.... &#128561;  imma assume she just had a baby like..the day before ,validation
1029,0, &#128514;  &#128514;  &#128514; RT @kwagiheath: Them 1st 48 Charlotte goon niccas gon Fkkk around and burn Bank Of America stadium down &#128293; ,train
1033,1, &#128514;  &#128557;  &#128128;  RT @iDO_me2: Hood hoes love Harrell football team &#128528; ,validation
1040,2," &#128525;  &#128525;  &#128525; 

 &#8220; @whatskillfeed: i guess ill just trash this drawing because of roster changes... &#128532;  http://t.co/2r8wqgE8cR &#8221; ",train
1043,2, &#128530;  my nerves are being worked cos of my monkey  &#128529;  &#128545; ,train
1049,1, &#128540;  &#128583;  &#128582;  I hate ya bitch ass,test
1052,2, &#128553;  monkey mad,train
1061,1, &#128557;  RT @That_Mclovin:  &#8220; Yass bitch Yass  &#128128;  &#128128;  @VikkiNoSecrets: Too soon?  &#128514;  &#8221; ,train
1071,2, &#128557;  &#128557;  &#128557;  &#128530;  RT @KingHov1313: At work imma real Uncle Tom! &#128584; ,train
1074,0, &#128563;  RT @KingHov1313: They recruited buku fags in here! &#128563; ...a warehouse is no place for them! &#128530; ,train
